Latitude,Longitude,Name,
-72.3751,45.30369,Camping Le Domaine des Cantons,(450) 297-2444
-68.981314,47.425358,Camping Le Domaine Drapeau,(418) 893-7287
-71.316594,48.544306,Camping Le Géant Motorisé,(800) 463-9612
-70.52818,47.47565,Camping Le Genévrier,(877) 435-6520
-77.356315,48.20794,Camping Le Huard,(819) 736-2467
-73.32673,45.83783,Camping Le Marquis,(450) 589-5147
-64.921295,47.528616,Camping Le Minique,(506) 393-7759
-65.329134,48.004891,Camping Le Moulin Rouge,(418) 752-2724
-77.913197,48.087946,Camping Le Nid D'Aigle,(819) 738-5711
-71.189981,46.159124,Camping Le Nirvana,(418) 338-1717
-65.24856,48.017934,Camping Le Paspébiac sur mer,(418) 752-5871
-73.429816,46.128668,Camping Le Petit Bonheur ***,(450) 889-4638
-79.315644,47.492944,Camping Le P'Tit Paradis,(819) 785-2432
-70.24927,48.196821,Camping Le Quatre Chemins enr.,(418) 272-2525
-72.929238,45.90812,Camping Le Québécois enr.,(450) 788-2680
-69.660745,47.698528,Camping Le Rayon de Soleil,(418) 495-2677
-72.567529,46.287139,Camping Le Refuge du Campeur,(819) 233-3598
-72.375997,46.867567,Camping Le Relais Lac-aux-Sables,(418) 336-3376
-67.574958,48.297561,Camping Le Royaume du Campeur,(418) 743-5417
-71.199839,46.5654,Camping Le Ruisseau Bleu,(418) 889-9100
-74.342288,45.260147,Camping Le Sablon Plage & Camping,(450) 265-3564
-70.250556,47.711063,Camping Le Saumonier,(418) 439-0672
-70.879698,46.88855,Camping Le St-Laurent Inc,(418) 884-2962
-73.876093,46.574081,Camping Le Vacancier,(450) 884-5716
-70.347514,47.404413,Camping Leclerc (Motel),(418) 438-2217
-71.611,46.70069,Camping L'égaré,(418) 876-3359
-66.291032,48.076082,Camping L'Érablière,(418) 794-2913
-72.309646,45.31729,Camping Leroux,(450) 297-3219
-73.154984,45.067762,Camping Les Âcres Verts Trailer Park,(450) 244-5111
-78.947669,48.217982,Camping Les amis de la Nature (Naturiste),(819) 768-2791
-71.373499,45.770369,Camping Les Berges du Lac,(418) 443-2202
-73.86681,45.88772,Camping Les Cascades,(888) 299-1802
-73.330715,45.294102,Camping les Cèdres,(450) 346-9276
-75.106798,45.879237,Camping Les Co-Pins,(819) 428-7784
-72.696615,46.410043,Camping Les Forges,(819) 376-0008
-72.789,46.4736,Camping Les Grès enr.,(819) 535-4124
-73.164899,45.396057,Camping Les Jardins d'eau,(450) 460-2556
-71.56321,46.176,Camping Les Mousquetaires,(418) 428-9491
-67.898518,48.534805,Camping Les Portes De La Vallée,(418) 776-2214
-71.27045,46.98283,Camping Les sentiers du Moulin,(418) 849-9652
-73.712141,46.012073,Camping Les Terrasses Montcalm INC.,(450) 333-0623
-74.713279,45.713279,Camping Les Tropiques,(450) 436-6680
-73.974456,45.499009,Camping L'Escale,(450) 472-6789
-75.629789,46.288541,Camping L'Escargot,(819) 597-4545
-67.600041,49.324281,Camping L'Estuaire,(418) 568-7816
-74.846404,45.640688,Camping L'Étoile De Fassett,(819) 423-5210
-71.786927,48.481778,Camping L'Evasion,(418) 345-2376
-69.867529,47.862574,Camping Levesque,(418) 638-5220
-69.438159,47.768204,Camping Lido 2002,(418) 862-6933
-67.16189,49.780956,Camping Lieu historique de Riviere Pentecote,(418) 799-2401
-64.473329,48.404254,Camping Lina,(418) 385-3133
-61.887133,47.234945,Camping L'Istorlet (Centre nautique),(418) 937-5266
-67.025009,45.730148,Camping Little's Lakeshore Campground & Canteen,(506) 366-2822
-73.43766,46.04692,Camping L'Oasis Fleurie,(450) 755-4024
-65.300681,45.806362,Camping Lone Pine Park Camping,
-70.542896,46.135339,Camping Luciole ***,(888) 731-1788
-73.318178,45.057652,Camping Luna plage,(450) 294-2665
-66.889097,45.954321,Camping Mactaquac Provincial Park,(506) 363-4747
-72.134298,45.353929,Camping Magog-Orford,(819) 843-2500
-72.22598,45.40428,Camping Mailhot,(450) 532-4640
-65.680881,47.683697,Camping Malybel,(506) 545-6888
-68.367003,49.322129,Camping Manic 2,(418) 296-2810
-68.147606,49.219851,Camping Manic 2,(418) 296-2810
-75.30659,46.50122,Camping Manitou,(819) 585-2203
-73.10042,46.52059,Camping Manoir du Lac Caché,(819) 265-2083
-72.92426,46.22652,Camping Marina Louiseville,(877) 228-3861
-72.90608,46.100191,Camping Marina Mr. B,(450) 568-5112
-72.244902,46.523067,Camping Marina Village Batiscan,(418) 362-2722
-64.356,45.903,Camping Marshview Trailer Park,(506) 536-2880
-73.370063,46.384303,Camping Mastigouche,(450) 835-5243
-66.942421,47.973915,Camping Matapedia Pourvoirie Restigouche,(877) 865-2848
-69.927088,47.813825,Camping Maurice,(418) 638-2716
-66.815317,45.157323,Camping Maxwell's Campground,(506) 755-2751
-67.338274,45.597775,Camping McAdam (Wauklehegan) Lake Campground,(506) 784-2293
-77.714956,46.208786,Camping McConnell,(613) 586-2562
-72.161787,45.652755,Camping Melbourne 2000,(819) 826-6222
-70.869812,45.485888,Camping Mercier,(819) 583-4923
-68.112951,48.634804,Camping Métis,(418) 775-6473
-73.940539,45.63438,Camping Mirabel,(450) 475-7725
-72.995172,46.66464,Camping Mistagance (park de la mauricie),(877) 737-3783
-65.992283,45.915511,Camping Mohawk,(506) 362-5250
-71.734388,46.179199,Camping Mon Plaisir,(819) 362-7591
-72.910912,45.343377,Camping Mon repos,(450) 293-6318
-71.580485,45.806346,Camping Mont Ham-Sud,(819) 877-3600
-72.065525,45.753756,Camping Mont Scotch Hill,(819) 839-1572
-69.397229,40.342283,Camping Montagnais Le Tipi,(418) 233-2266
-74.688349,46.135294,Camping Montagne d'Argent inc.,(819) 686-5207
-72.262682,48.525599,Camping Mont-Plaisant ***,(418) 275-0910
-70.869321,47.118116,Camping Mont-Sainte-Anne,(800) 463-1568
-77.777812,48.410584,Camping Mont-Vidéo,(819) 734-7002
-65.159066,47.818434,Camping Motel and Camping Baie des Chaleurs,(506) 732-2948
-68.906573,47.694791,Camping Motel Caldwell,(418) 854-3195
-66.145093,48.111429,Camping Motel L'Abri,(418) 364-7001
-61.920288,47.357364,Camping Motel Pluvier des Îles inc.,(418) 986-5858
-67.761809,46.985862,Camping Mulherin Campground,(506) 473-3050
-72.551273,48.90415,Camping Municipal au Soleil Levant (Lac St-Jean),(418) 274-3069
-74.44446,45.58532,Camping Municipal Brownsburg-Chatham,(450) 562-1456
-61.801823,50.13272,Camping Municipal Chemin Faisant,(418) 726-3697
-72.445033,48.881626,Camping Municipal d'Albanel,(418) 279-3374
-71.179131,46.896932,Camping Municipal De Beauport,(877) 641-6113
-69.550446,47.860254,Camping municipal de la Pointe,(418) 862-4281
-75.945205,45.950047,Camping Municipal De Lac-Ste-Marie,(819) 467-5437
-66.068031,49.21556,Camping Municipal de Marsoui,(418) 288-5173
-61.816543,50.184685,Camping Municipal de Nathashquan,(418) 726-3697
-72.048199,48.767276,Camping Municipal De Péribonka,(418) 374-9992
-79.49355,48.633213,Camping Municipal De Roquemaure,(819) 787-6353
-72.503842,48.685248,Camping Municipal de Saint-Félicien,(418) 679-1719
-70.905,46.30894,Camping Municipal de St-Joseph de Beauce ***,(418) 397-5953
-69.188919,48.125217,Camping Municipal de Trois-Pistoles,(418) 851-1377
-71.640173,48.360759,Camping Municipal d'Hébertville (lac vert),(418) 344-1205
-78.225043,48.560362,Camping Municipal du Lac Beauchamp,(819) 732-6963
-72.268479,46.829193,Camping Municipal Du Lac Blanc,(418) 277-2176
-74.070065,46.260926,Camping Municipal Du Lac Copping,(819) 424-3736
-73.901248,46.688485,Camping Municipal du Lac Taureau,(450) 833-1334
-72.783517,46.786863,Camping municipal et Marina,(819) 646-5500
-63.574381,50.251275,Camping Municipal Havre-Saint-Pierre,(418) 538-2415
-70.000249,46.699346,Camping Municipal Lac-Frontière,(418) 245-3553
-66.866282,50.028215,Camping Municipal Le Paradis,(418) 766-7137
-76.98965,49.058987,Camping Municipal Lebel-Sur-Quévillon,(819) 755-3363
-71.103843,48.633155,Camping Municipal L'Oasis,(418) 673-3066
-65.81097,49.20514,Camping Municipal Mont-Saint-Pierre,(418) 797-2250
-68.785008,47.609592,Camping Municipal Notre-Dame-du-Lac,(418) 899-6820
-68.42866,47.42866,Camping Municipal Packington,(418) 853-5680
-68.806076,47.428644,Camping Municipal Packington,(418) 853-5680
-74.98615,46.51175,Camping Municipal Sainte-Véronique,(819) 275-2155
-68.86918,48.296751,Camping Municipal Saint-Fabien,(418) 869-3333
-70.664868,48.30783,Camping Municipal Saint-Félix-D'Otis,(418) 697-1617
-72.130379,48.336029,Camping Municipal Saint-François-de-Sales,(418) 348-9402
-71.82739,48.89886,Camping Municipal Saint-Ludger-de-Milot,(418) 373-2424
-69.874634,47.840886,Camping Municipal Saint-Siméon,(418) 638-5253
-68.788068,47.637397,Camping Municipal Sous-bois,(418) 899-6468
-71.788375,48.493528,Camping Municipal St-Gédéon,(418) 345-8774
-68.640654,47.586627,Camping Municipal Ville Dégelis,(418) 853-2655
-70.36732,47.13198,Camping Municipale Rocher Panet,(418) 247-3193
-66.166352,49.205073,Camping Municipalité de La Martre,(418) 288-5605
-65.731274,47.806929,Camping Murraywood sur mer/By the Sea,(506) 783-2137
-73.440523,46.126913,Camping Nadeau,(450) 889-2336
-74.2665,45.902629,Camping Nature Morin Heights,(450) 227-2020
-66.529239,45.136481,Camping New River Beach,(506) 755-4078
-72.263224,45.356477,Camping Normand,(450) 297-2014
-67.191516,45.22754,Camping Oak Bay,(506) 466-4999
-72.811091,45.469701,Camping Oasis,(450) 378-2181
-73.41128,45.95452,Camping Oasis des Pins - Familial,(450) 754-3819
-73.270945,45.109397,Camping Oasis du Richelieu,(450) 294-2332
-65.715606,48.112306,Camping O-Bor-De-L'O,(418) 388-5888
-64.503838,46.233585,Camping Ocean Surf Trailer Park,(506) 532-5480
-64.3937,46.2198,Camping Ocean View Park,(506) 532-3520
-64.501677,46.217212,Camping Oceanic,(506) 533-7006
-71.912996,45.801812,Camping Oiseau Bleu,(819) 879-5122
-73.14576,43.08384,Camping on The Battenkill,(802) 375-6663
-86.34277,30.37677,Camping on the Gulf,(850) 837-6334
-74.973067,49.820247,Camping Opémiska,(418) 745-3428
-78.70746,48.427662,Camping P. Mercier inc.,(819) 637-7027
-68.37292,47.420853,Camping Panoramic Camping 1986,(506) 739-6544
-71.90201,46.68709,Camping Panoramique Portneuf,(888) 886-3655
-74.249342,45.532642,Camping Paquin,(450) 258-2146
-73.442422,46.121903,Camping Paradis,(877) 889-2512
-75.111103,45.942929,Camping Paradis Du Campeur,(819) 428-3131
-69.460626,48.278122,Camping Paradis marin,(418) 232-6237
-69.469179,48.284187,Camping Paradis-Marin,(418) 232-6237
-72.66013,46.4828,Camping Paradiso,(819) 375-1569
-64.559955,46.218222,Camping Parasol Inc,(506) 532-8229
-73.918833,45.999793,Camping Parc aquatique Atlantide,(450) 222-5225
-70.822406,48.425952,Camping Parc Aventures Cap Jaseux,(888) 674-9114
-71.038175,46.830298,Camping Parc Beaumont,(418) 837-3787
-72.64675,45.331943,Camping Parc Bromont,(450) 534-2712
-72.224409,45.796696,Camping Parc Central Inc.,(819) 848-2564
-61.882126,47.34654,Camping Parc De Gros-Cap,(418) 986-4505
-76.009786,45.614462,Camping Parc de la Gatineau,(866) 456-3016
-71.798629,45.145691,Camping Parc de la Gorge de Coaticook (municipal),(819) 849-2331/(888) 524-6743
-72.363215,46.542344,Camping Parc de la Peninsule,(418) 362-2043
-68.349644,49.079767,Camping Parc de la Rive,(418) 567-4021
-68.31129,49.094383,Camping Parc De La Rive,(418) 567-4021
-72.41145,46.552117,Camping Parc De La Rivière Batiscan,(418) 328-3599
-72.236647,46.335671,Camping Parc de la Rivière Gentilly,(819) 222-5665
-72.755092,46.535198,Camping Parc de l'Île-Melville,(866) 536-7155
-74.28741,46.03021,Camping Parc des Campeurs de Sainte-Agathe-des-Monts,(800) 561-7360
-71.108674,45.841543,Camping Parc du Grand Lac Saint-Francois,(418) 486-2607
-73.702234,46.035385,Camping Parc Ensoleillé 2002 inc.,(450) 834-3332
-65.71813,49.2358,Camping Parc et Mer Mont-Louis,(418) 797-5270
-66.394682,48.111449,Camping Parc Fleurantide Park,(418) 788-5331
-75.418569,46.550065,Camping Parc Joan,(819) 623-2149
-74.691819,46.129283,Camping Parc la Conception,(819) 686-5596
-76.525127,45.864938,Camping Parc Leslie,(819) 453-7382
-73.82518,45.53502,Camping Parc Mont-Laval,(800) 758-1150
-64.9963,46.7525,Camping Parc Municipal Daigle,(506) 876-4540
-64.86457,46.665762,Camping Parc Municipale Jardine Municipal Park,(506) 523-7874
-78.692135,48.433863,Camping Parc National d'Aiguebelle Camping Abijévis secteur Mont-Brun,(800) 665-6527
-66.317334,48.935411,Camping Parc National de la Gaspésie Lac Cascapédia,(800) 665-6527
-66.114904,48.934196,Camping Parc National de la Gaspésie Mont Albert,(800) 665-6527
-65.880756,49.024747,Camping Parc National de la Gaspésie Mont Jacques-Cartier,(800) 665-6527
-71.874762,48.68635,Camping Parc National de la Pointe-Taillon,(800) 665-6527
-72.62297,45.420187,Camping Parc National de la Yamaska,(800) 665-6527
-75.067704,45.601873,Camping Parc National de Plaisance,(800) 665-6527
-70.481801,47.876534,Camping Parc National des Hautes-Gorges-de-la-Rivière-Malbaie Secteur du Pin Blanc,(800) 665-6527
-70.435526,47.856843,Camping Parc National des Hautes-Gorges-De-La-Rivière-Malbaie Secteur L' Équerre,(800) 665-6527
-74.05901,45.47392,Camping Parc National d'Oka,(800) 665-6527
-68.75412,48.354359,Camping Parc National du Bic,(800) 665-6527
-72.161832,45.385319,Camping Parc National du Mont-Orford Lac Fraser,(819) 843-0908
-72.188713,45.322509,Camping Parc National du Mont-Orford Lac Fraser,(819) 843-9855
-72.23112,45.360243,Camping Parc National du Mont-Orford Lac Fraser,(819) 843-9855
-74.528456,46.307724,Camping Parc National du mont-tremblant,(800) 665-6527
-74.501463,46.328558,Camping Parc National du mont-tremblant,(800) 665-6527
-74.511481,46.344614,Camping Parc National du mont-tremblant,(800) 665-6527
-74.534973,46.281369,Camping Parc National du mont-tremblant La Diable,(800) 665-6527
-74.48223,46.43204,Camping Parc National du Mont-Tremblant Lac Escalier,(800) 665-6527
-73.895719,46.383396,Camping Parc National du Mont-Tremblant Lac L'Assomption,(800) 665-6527
-74.2698,46.40016,Camping Parc National du Mont-Tremblant Lac Pimbina,(819) 688-2281
-74.402936,46.434999,Camping Parc National du Mont-Tremblant Lac-des-Sables,(800) 665-6527
-70.355611,48.281535,Camping Parc National du Saguenay Baie-Éternité,(800) 665-6527
-71.155727,45.989473,Camping Parc National Frontenac,(800) 665-6527
-67.60673,48.8151,Camping Parc Sirois La Baleine,(418) 562-2242
-70.885506,46.88691,Camping Parc St-Michel,(418) 884-2621
-75.63726,45.876754,Camping Paris,(819) 454-2506
-75.899402,46.23865,Camping Paul,(819) 465-2468
-76.941352,45.843415,Camping Peter Boire'S,(819) 689-5135
-64.258297,48.812177,camping petit gaspe parc forillon,
-75.998349,46.238085,Camping Petit lac,(819) 465-2622
-73.073703,45.058493,Camping Philipsburg,(450) 248-2152
-78.684413,48.58795,Camping Piétonnier Ojibway secteur Taschereau,(800) 665-6527
-75.287533,46.406295,Camping Pimodan,(819) 585-3434
-65.4295,45.7467,Camping Pine Cone Trailer Park,(506) 433-4389
-76.454422,45.526273,Camping Pine Lodge,(819) 647-2805
-64.996768,46.212441,Camping Pine Ridge Campground,(506) 855-6938
-76.054214,46.055955,Camping Pionnier,(819) 435-2141
-70.902989,45.488481,Camping Piopolis,(819) 583-2114
-65.113978,48.076148,Camping Place du quay,(418) 752-6316
-73.122442,45.073146,Camping Place Ouimet (privé),(450) 244-5267
-71.786169,48.497081,Camping Place St-Jospeh,(418) 345-2987
-65.48388,48.039077,Camping Plage Beaubassin,(418) 534-3246
-71.765085,46.940412,Camping Plage Beau-Soleil,(418) 337-6396
-71.974996,48.418007,Camping plage Blanchet,(418) 346-5436
-73.14207,45.08559,Camping Plage Champlain,(450) 244-5317
-71.582928,46.127177,Camping Plage de la Baie,(418) 428-3525
-71.911978,46.110677,Camping Plage des Sables,(819) 364-5769
-72.479647,45.775846,Camping Plage des Sources,(819) 398-6636
-74.094616,45.708255,Camping Plage des Trembles,(450) 569-9869
-61.929007,47.223298,Camping Plage Du Golfe,(418) 937-5224
-64.330508,46.22454,Camping Plage Gagnon Beach Inc,(506) 577-2519/ Toll Free: (800) 658-2828
-73.138681,45.085401,Camping Plage Kirkland,(450) 244-5337
-72.778621,45.701023,Camping Plage La Liberté,(450) 793-2716
-79.060226,48.267449,Camping Plage Lac Marlon,(819) 763-9325
-71.614713,46.906672,Camping Plage Lac Saint-Joseph,(877) 527-5243
-71.068885,48.496806,Camping Plage Margot inc. 1995,(418) 673-4757
-72.14101,45.474684,Camping Plage McKenzie,(819) 846-2011
-68.632606,47.578934,Camping Plage Municipale Degelis,(418) 853-2655
-71.93667,46.213336,Camping Plage Paquet Inc.,(819) 364-5753
-72.124494,46.389492,Camping Plage Paris,(819) 288-5948
-72.250752,48.581142,Camping plage Robertson,(418) 275-1375
-71.800049,46.873008,Camping Plage St-Raymond,(418) 337-4491
-64.93257,47.442133,Camping Plage Tracadie Beach,(506) 395-4010
-69.128304,48.166123,Camping Plage Trois-Pistoles,(418) 851-2403
-72.819922,45.426928,Camping Plage Tropicana ***,(450) 378-9410
-64.873398,47.471163,Camping Plage Val Comeau,(506) 393-7150
-73.13546,45.08457,Camping Plage Venise,(450) 244-5325
-67.395394,46.894945,Camping Plaster Rock Tourist Park,(506) 356-6077
-75.525211,46.421126,Camping Plein Air,(819) 597-2284
-68.440182,48.229688,Camping Plein air Du Grand Lac Ferré,(418) 735-6291
-76.03057,46.259925,Camping Plein Air du Lac Grenon,(819) 465-2459
-74.29023,45.427222,Camping Plein Bois (Hommes seulement),(888) 459-4646
-69.299728,47.52882,Camping Pohénégamook Santé Plein Air,(418) 859-2405
-70.547012,46.988743,Camping Pointe Aux Oies,(418) 248-9710
-73.966538,45.332327,Camping Pointe Des Cascades,(450) 455-9953
-75.115899,46.086704,Camping Pointe-À-Baptiste,(819) 428-7568
-64.872924,47.660443,Camping Pokemouche,(506) 727-6090
-64.596159,45.819091,Camping Ponderosa Pines,(506) 734-3121
-75.657597,46.88784,Camping Pont De Fer,(819) 587-3771
-72.61704,46.26907,Camping Port Saint-François,(819) 293-5091
-69.097032,48.645522,Camping Portneuf-sur-Mer,(418) 238-1056
-79.104179,47.41505,Camping Pourvoirie Gillies,(819) 747-2093
-73.334496,45.066415,Camping Pourvoirie Laramée,(450) 246-2383
-73.452151,45.013759,Camping Premier,(877) 246-4007
-71.403325,46.821635,Camping Québec en ville,(800) 294-1574
-73.825242,46.043494,Camping Québécamp (Caravaniers Nomades de Montréal inc.),(888) 832-3113
-77.617139,53.791815,Camping Radisson,(819)638-8687
-67.766756,47.022788,Camping Rapid Brook,(506) 473-1036
-78.110437,48.145858,Camping Régional Malartic,(819) 757-4237
-66.558058,48.998362,Camping Relais Chic-Chocs St-Octave Inc,(418) 786-2349
-62.08006,50.22145,Camping Relais Des Cayes,(418) 533-2002
-73.307317,45.086077,Camping Remember Point,(450) 294-3538
-71.24282,46.625133,Camping Remous de la Chaudiere,(418) 831-2554
-73.586637,49.142858,Camping Réserve Faunique Ashuapmushuan Camping Lac Chigoubiche,(800) 665-6527
-64.96668,48.248571,Camping Réserve Faunique de Port-Daniel Camping Port Daniel,(800) 665-6527
-71.229825,47.563369,Camping Réserve Faunique des Laurentides Camping La Loutre,(800) 665-6527
-76.211033,46.789082,Camping Réserve Faunique La Vérendrye Camping Lac de la Vieille,(800) 665-6527
-76.726982,47.220479,Camping Réserve Faunique La Vérendrye Camping Lac Rapide,(800) 665-6527
-73.27593,46.576479,Camping Réserve Faunique Mastigouche Camping Saint-Bernard,(800) 665-6527
-75.458167,45.938771,Camping Réserve Faunique Papineau-Labelle Camping Lac Écho,(800) 665-6527
-75.1962,46.31199,Camping Réserve Faunique Papineau-Labelle Camping Lac Joinville,(800) 665-6527
-67.233627,49.485676,Camping Restaurant Domaine Ensoleillé,(418) 939-2002
-67.310413,49.403751,Camping Restaurant Domaine Ensoleillé 2000,(418) 939-2002
-73.105859,45.971812,Camping Rimbo,(450) 782-3220
-67.7185,46.5692,Camping River Country Campground & Cabins,(506) 278-3700
-65.030911,47.344274,Camping River Haven Campground,(506) 779-8067
-65.742635,45.958942,Camping Riverrun,(506) 362-9198
-66.612189,46.134937,Camping River's Edge Campground,(506) 459-8675
-66.046773,45.507642,Camping Riverside Rentals Family Camping Housekeeping Units,(506) 643-1979
-70.047281,47.436137,Camping Rivière-Ouelle,(418) 856-1484
-70.05443,48.18988,Camping Rivière-Petit-Saguenay,(418) 272-1169
-68.658004,47.351412,Camping RJ Belanger,(506) 992-2136
-67.717151,46.712514,Camping Robert E. Baird Memorial Park,(506) 273-3080
-66.053698,45.290857,Camping Rockwood Park Campground,(506) 652-4050
-79.253768,48.690574,Camping Rotary,(819) 787-2337
-72.614214,46.617757,Camping Rouillard 2000 ***,(819) 538-2159
-75.540059,45.83927,Camping Royal du Lac D'argile,(819) 766-2626
-65.634538,48.088942,Camping Ruisselet,(418) 388-2138
-65.637469,48.089925,Camping Ruisselet2,(418) 388-2138
-74.236346,46.360365,Camping Russel,(819) 424-1857
-73.763222,45.072784,Camping Russeltown,(450) 826-4841
-67.169772,49.695654,Camping Rustique de la Pointe-aux-Anglais,(418) 799-2354
-77.87116,48.06604,Camping Sagittaire,(819) 824-4011
-74.329077,45.964409,Camping Saint-Adolphe-d'Howard,(819) 327-3519
-73.48998,45.337525,Camping Saint-André ***,(450) 659-3451
-75.058226,45.725448,Camping Saint-André-Avellin,(888) 886-3777
-74.377677,45.130147,Camping Saint-Anicet inc.,(450) 264-2260
-72.80749,46.525034,Camping Saint-Boniface ***,(877) 535-7047
-73.865098,45.794038,Camping Sainte-Anne Inc.,(450) 478-1712
-73.585416,46.308963,Camping Sainte-Émélie,(450) 886-5879
-74.383592,45.397789,Camping Sainte-Justine,(450) 764-3636
-73.102632,45.602234,Camping Sainte-Madeleine,(450) 795-3888
-74.15253,45.3111,Camping Saint-Emmanuel,(866) 763-5390
-73.421262,46.323681,Camping Saint-Gabriel,(450) 835-0538
-72.210783,48.905566,Camping Saint-Louis,(418) 276-4670
-72.606293,45.94535,Camping Saint-Majorique,(819) 471-4885
-69.005494,48.162945,Camping Saint-Mathieu,(418) 738-2121
-74.332155,45.25809,Camping Saint-Polycarpe,(877) 493-3815
-72.324436,48.598882,Camping Saint-Prime,(418) 251-1662
-64.288784,46.230361,Camping Sandy Beach Tent & Trailer Park,(506) 577-2218/ Toll free: (888) 490-4400
-64.997353,47.053972,Camping Sandy Point Park,(506) 228-1122
-73.916079,45.048323,Camping Sandysun,(450) 827-1082
-65.540552,45.352935,Camping Seaside Tent & Trailer Park,(506) 833-4413/ Toll free: (877) 833-4413
-74.18474,45.29018,Camping Seigneurie De Soulanges,(800) 263-5344
-64.344813,49.834883,Camping Sepaq Anticosti Camping Wilcox,(800) 665-6527
-73.824874,46.050874,Camping Shamrock,(866) 834-6048
-64.771482,47.74972,Camping Shippagan,(506) 336-3960
-64.185844,46.206115,Camping Silver Sands Family Camping ***,(506) 577-6771
-70.338842,47.691712,Camping Simard,(418) 439-2260
-64.510894,48.395289,Camping Site De La Grave,(418) 385-2444
-66.397445,50.243644,Camping Site Pour Véhicules De Camping,(418) 962-1238
-72.566254,48.768398,Camping Site Touristique Chute-À-L'Ours,(418) 274-3411
-73.60679,46.09942,Camping Sol Air,(450) 088-3340
-71.38365,46.224524,Camping Soleil,(418) 424-3372
-73.36329,46.30676,Camping Soleil Le Vent,(450) 835-1649
-64.520908,46.224554,Camping South Cove,(506) 532-6713
-113.014052,38.403172,Camping Spot,
-67.728701,46.895677,Camping Spring Water,(506) 273-3682
-67.880188,47.173673,Camping St Leonard,(506) 423-6536
-67.933971,47.190783,Camping St Leonard Grande Riviere,(506) 423-6292
-72.791196,45.306586,Camping St-Alphonse,(450) 372-1440
-73.79844,46.72804,Camping St-Ignace,(450) 833-6037
-74.481314,45.770115,Camping St-Michel,(450) 533-1093
-69.420017,47.805535,Camping St-Modeste,(418) 868-0383
-71.33303,47.03642,Camping Stoneham,(418) 848-2233
-64.923272,46.123235,Camping Stonehurst Golf Course & Trailer Park ***,(506) 852-4162
-72.876969,45.535727,Camping St-Pie,(450) 772-6664
-66.698039,47.983759,Camping Sugarloaf Provincial Park,(506)789-2366/Toll free: (800)561-0123
-73.796367,46.289976,Camping Summum,(800) 559-1968
-66.529399,45.78901,Camping Sunbury-Oromocto Campground,(506) 357-3708
-65.370192,47.089126,Camping Sunrise,(506) 778-2282
-67.236615,45.970664,Camping Sunset View Campground & Cottages,(506) 575-2592
-70.408945,47.409629,Camping Sylvie,(418) 438-2420
-69.713069,48.150492,Camping Tadoussac inc.,(418) 235-4501
-75.682895,46.118154,Camping Tarmigan,(819) 767-2559
-75.848397,46.699491,Camping Tawanipi,(877) 338-5266
-71.396912,48.815748,Camping Tchitogama,(418) 481-2222
-68.881617,47.686617,Camping Temilac,(418) 854-7660
-74.223038,45.254307,Camping Tepee,(450) 267-9843
-73.041183,45.43967,Camping Terrasse Rougemont inc.,(450) 469-3244
-73.1959,45.73009,Camping Terrasse Saint-Marc,(450) 584-2495
-64.18019,48.634373,Camping Tête D'Indien ***,(418) 645-3845
-67.771406,47.208032,Camping The Maple Leaf Motel Campground & Restaurant Ltd,(506) 423-6666
-65.349468,45.785787,Camping Three Bears Family Camping and RV Park,(506) 433-2870
-65.750131,45.936935,Camping TNT,(506) 362-5372
-65.479824,45.39414,Camping Tobi's Hideaway Inc,(506) 833-2302
-72.926677,46.503539,Camping Tournesol,(819) 221-4001
-65.485517,45.734306,Camping Town & Country Campark,(506) 432-9114
-74.35346,45.511876,Camping Trans-Canadien,(514) 990-6647
-71.052515,46.811899,Camping Transit ***,(418) 838-0948
-71.554995,46.34633,Camping Tropical Inc.,(819) 389-1225
-71.06017,46.932914,Camping Turmel,(418) 824-4311
-72.647911,45.330848,Camping Vacances Bromont,(450) 534-4434
-73.586917,46.181098,Camping Vacances Saint-Tropez,(450) 883-6400
-74.640953,45.813953,Camping Val Carroll,(819) 242-7041
-75.604668,45.885684,Camping Val des Bois,(819) 454-2808
-75.57328,45.991021,Camping Val D'La Lièvre,(819) 767-2817
-71.473405,46.939913,Camping Valcartier,(888) 384-5524
-72.687124,45.199671,Camping Vallee Bleue,(450) 263-4804
-72.35733,46.247624,Camping Val-Léro,(819) 229-3545
-72.146551,48.750854,Camping Vauvert sur le lac St-jean,(418) 374-2746
-72.648501,45.341979,Camping Vélo 2000 Enr,(450) 776-3864
-71.51133,45.264784,Camping Vert St Isidore D'Auckland,(819) 679-2005
-64.293332,48.561091,Camping Vibert Hôtel et Trailer-Court,(418) 782-5448
-75.253228,46.648882,Camping Victoria,(819) 585-3210
-71.814266,48.471394,Camping Villa des sables,(418) 345-2655
-71.882687,45.801036,Camping Villa du Campeur des trois lacs,(819) 879-5000
-72.909759,46.637395,Camping Villa Familiale Des Mclaren & Pratte,(819) 538-4669
-72.161319,48.444092,Camping Village Historique De Val-Jalbert,(800) 665-6527
-69.910429,48.202878,Camping Village Vacances Petit-Saguenay,(418) 272-3193
-75.690218,45.850055,Camping Vue Du Lac,(819) 454-6837
-73.045043,46.739478,Camping Wapizagonke (park de la mauricie),(877) 737-3783
-73.92443,46.02363,Camping Western L'Entre-Deux,(514) 295-9658
-76.001997,45.65711,Camping Whippoorwill,(819) 456-2727
-72.68149,45.649204,Camping Wigwam inc.,(450) 549-4513
